代號,名稱,目前狀態,上市別,最近上市日,證期會代碼,TSE 產業別,會計月份,統一編號,國際證券編號,電話,傳真,網址,電子信箱,董事長,總經理,發言人,財務主管,員工人數-母公司,實收資本額(元),面額,幣別(IPO&面額),設立日期,最近一次公開發行日,TSE上市日,OTC上市日,REG上市日,創新版上市日,首次承銷價格,下市日期,最近一次撤銷公開發行日,全額交割起日(一),全額交割迄日(一),全額交割起日(二),全額交割迄日(二),全額交割起日(三),全額交割迄日(三),TSE產業名,TEJ產業名,TEJ子產業名,TSE舊產業名,主計處產業名,主要經營業務1,主要經營業務2,主要經營業務3,主要產品比重,公司中文全稱,公司英文全稱,公司中文簡稱,公司英文簡稱,公司中文地址,公司英文地址,股務單位,股務單位電話,股務單位地址,首次掛牌代碼,首次掛牌日期,首次掛牌市場,首次掛牌TSE產業,前一次TSE產業變更,前一次TSE產業變更日,前二次TSE產業變更,前二次TSE產業變更日,前三次TSE產業變更,前三次TSE產業變更日,首次掛牌名稱,前一次改名,前一次改名日期,前二次改名,前二次改名日期,前三次改名,前三次改名日期,前四次改名,前四次改名日期,首次掛牌TEJ子產業,前一次TEJ子產業變更,前一次TEJ子產業變更日,前二次TEJ子產業變更,前二次TEJ子產業變更日,前三次TEJ子產業變更,前三次TEJ子產業變更日,前四次TEJ子產業變更,前四次TEJ子產業變更日,危機發生日,危機發生迄日,危機事件大類別,危機事件大類別說明,危機事件類別,危機事件類別說明,會計師事務所,會計師1,會計師2,會計師3,會計師變更日,前一次變更市場日期,前一次變更市場,前二次變更市場日期,前二次變更市場,前三次變更市場日期,前三次變更市場,TSE產業_代碼,TSE產業_名稱,TEJ產業_代碼,TEJ產業_名稱,TEJ子產業_代碼,TEJ子產業_名稱,TSE舊產業_代碼,TSE舊產業_名稱
3708,上緯投控,Current ,TSE,2016/08/31,3708,35,12,ID 43238308,TW0003708004,049-2255420,049-2251897,http://www.swancor.com/tw/,swancor@swancor.com,蔡朝陽,蔡孝德,洪嘉敏(協理),陳健南,52,"902,399,030",10,NTD,2016/08/31,,2016/08/31,,,,,,,,,,,,,M3500 綠能環保,M17F 樹脂,M17F 樹脂,M3500 綠能環保,1841 塑膠原料製造業,一般投資業,,,"2025/12:環保綠能材料(38.11%),環保耐蝕材料(35.29%),循環經濟材料(8.23%),航太複合材料(0.58%)",上緯國際控股,"Swancor Holding Co., LTD.",上緯控股,Swancor,南投縣南投市東閔路588 號,"No. 588, Dongmin Rd., Nantou City, Nantou County",台新綜合證券股務代理單位,02-25048125,台北市建國北路1段96號B1,3708,2016/08/31,TSE,M1721 化學工業,M3500 綠能環保,2023/07/03,M1721 化學工業,2016/08/31,,,上緯國際投資控股,上緯國際控股,2026/06/11,上緯國際投資控股,2016/08/31,,,,,17F   樹脂,,,,,,,,,,,,,,,安侯建業聯合會計師事務所,陳燕慧,張字信,,2026/05/08,,,,,,,M3500,綠能環保,M17F,樹脂,M17F,樹脂,M3500,綠能環保
3709,鑫聯大投控,Current ,OTC,2017/09/01,3709,25,12,ID 51512503,TW0003709002,02-23162888,02-26533598,http://www.TrigoldHoldings.com,tri-ir@trigoldholdings.com,黃偉祥,張文忠,曹鈞傑(財會主管),曹鈞傑(財會主管),15,"1,455,694,500",10,NTD,2017/09/01,,,2017/09/01,,,,,,,,,,,,M2325 電腦及週邊設備業,M23T 電子通路,M23T1 3C通路,M2300 電子工業,4830 資訊及通訊設備零售業,投資,管理,,"2025/12:電腦,零組件及週邊設備(98.75%),其他勞務(1.25%)",鑫聯大投資控股,Trigold Holdings Limited,鑫聯大投控,Trigold,台北市南港區經貿 2路 189號22樓,"22F., No. 189, Jingmao 2nd Rd., Nangang Dist., Taipei",群益金鼎證券股務代理單位,02-27035000,台北市敦化南路2段97號B2,3709,2017/09/01,OTC,M2325 電腦及週邊設備業,,,,,,,鑫聯大投資控股,,,,,,,,,23T1  3C通路,,,,,,,,,,,,,,,資誠聯合會計師事務所,王銘義,林一帆,,2025/11/10,,,,,,,M2325,電腦及週邊設備業,M23T,電子通路,M23T1,3C通路,M2300,電子工業
3710,連展投控,Current ,OTC,2017/12/29,3710,28,12,ID 51608205,TW0003710000,02-29175598,02-29156703,http://www.acon-holding.com,info@acon-holding.com,林肇聰,陳鴻儀,陳志斌(副總經理),林明桂(協理),39,"2,872,507,340",10,NTD,2017/12/29,,,2017/12/29,,,,,,2025/11/19,,,,,,M2328 電子零組件,M23D 電子零組件,M23D2 連接器,M2300 電子工業,2699 未分類其他電子零組件製造業,一般投資業,,,"2025/12:電腦產品(28.48%),通訊產品(26.94%)",連展投資控股,ACON Holding Inc.,連展投控,ACON Holding,新北市新店區寶興路45巷9 弄2 號3 樓,"3F, No.2, Alley 9, Ln.45, Pao-Hsin Rd., Hsin-Tieb Dist., New Taipei City, Taiwan",統一綜合證券股務代理單位,02-27463797,台北市東興路8號B1,3710,2017/12/29,OTC,M2328 電子零組件,,,,,,,連展投資控股,,,,,,,,,23D2  連接器,,,,,,,,,2022/04/21,,Q,重大財務事件(2022/04/21),T,遭勒令或自行停(復)工(2022/04/21),資誠聯合會計師事務所,吳仁杰,林永智,,2025/05/08,,,,,,,M2328,電子零組件,M23D,電子零組件,M23D2,連接器,M2300,電子工業
3711,日月光投控,Current ,TSE,2018/04/30,3711,24,12,ID 29187308,TW0003711008,07-3617131,07-3613094,http://www.aseglobal.com,ir@aseglobal.com,張虔生,張洪本,吳田玉(營運長),董宏思(財務長),113,"44,803,694,820",10,NTD,2018/04/30,,2018/04/30,,,,,,,,,,,,,M2324 半導體業,M23G 半導體,M23G2 IC封裝測試,M2300 電子工業,2613 半導體封裝及測試業,H201010 一般投資業,,,"2025/12:封裝服務(47.78%),電子產品構裝技術及製造服務(39.85%),測試服務(11.14%)",日月光投資控股,"ASE Technology Holding Co., Ltd.",日月光投控,ASEH,高雄市楠梓加工出口區經三路26號,"No.26, Jing 3rd Rd., Nanzi Dist., Kaohsiung, Taiwan",統一綜合證券股務代理單位,02-27478266,台北市東興路8號B1,3711,2018/04/30,TSE,M2324 半導體業,,,,,,,日月光投資控股,,,,,,,,,23G2  IC封裝測試,,,,,,,,,2021/09/27,,Q,重大財務事件(2021/09/27),T,遭勒令或自行停(復)工(2021/09/27),勤業眾信聯合會計師事務所,許凱甯,張慈媛,,2026/05/12,,,,,,,M2324,半導體業,M23G,半導體,M23G2,IC封裝測試,M2300,電子工業
3712,永崴投控,Current ,TSE,2018/10/01,3712,25,12,ID 24813370,TW0003712006,02-22699866,02-22680738,http://www.fit-holding.com,,郭台強,劉素芳,林坤煌(財務長暨公司治理長),,25,"2,462,421,460",10,NTD,2018/10/01,2018/10/01,2018/10/01,,,,,,,,,,,,,M2325 電腦及週邊設備業,M23C 光電及I/O,M23C2 影像掃描,M2300 電子工業,2719 其他電腦週邊設備製造業,H201010 一般投資業,,,"2025/12:工程服務(79.39%),系統及周邊產品(14.53%),3C零售及週邊產品(5.26%),3C產品零組件(0.82%)",永崴投資控股,"FIT Holding Co., Ltd.",永崴投控,FITH,新北市土城區中央路四段49號,"No.49, Sec. 4, Zhongyang Rd., Tucheng Dist., New Taipei City, Taiwan",福邦證券股務代理單位,02-23711658,台北市忠孝西路1段6號6樓,3712,2018/10/01,TSE,M2325 電腦及週邊設備業,,,,,,,永崴投資控股,,,,,,,,,23T1  3C通路,23C2  影像掃描,2020/07/02,,,,,,,,,,,,,資誠聯合會計師事務所,林瑟凱,林冠宏,,2026/05/14,,,,,,,M2325,電腦及週邊設備業,M23C,光電及I/O,M23C2,影像掃描,M2300,電子工業
3713,新晶投控,Current ,OTC,2020/02/27,3713,35,12,ID 83423700,TW0003713004,03-6581956,03-6580981,http://www.hsinjing-holding.com.tw,services@hsinjing-holding.com.tw,資三德,資三德,劉財能(財會協理),劉財能(財會協理),14,"880,993,800",10,NTD,2020/02/27,2020/02/27,,2020/02/27,,,,,,,,,,,,M3500 綠能環保,M23C 光電及I/O,M23C7E 太陽能系統,M3500 綠能環保,2643 太陽能電池製造業,一般投資業,,,"2025/12:電力(52.31%),商品銷售(26.93%),工程(18.75%),勞務(2.01%)",新晶投資控股,"Hsinjing Holding Co., Ltd.",新晶投控,HSINJINGHOLDING,新竹縣竹北市復興二路193 號3 樓3-1,"3-1F., No. 193, Fuxing 2nd Rd., Zhubei City, Hsinchu",富邦綜合證券股務代理單位,02-23611300,台北市許昌街17號11樓,3713,2020/02/27,OTC,M2326 光電業,M3500 綠能環保,2023/07/03,M2326 光電業,2020/02/21,,,新晶投資控股,,,,,,,,,23C7D 太陽能模組,23C7E 太陽能系統,2020/07/02,,,,,,,,,,,,,安侯建業聯合會計師事務所,楊樹芝,陳蓓琪,,2025/05/13,,,,,,,M3500,綠能環保,M23C,光電及I/O,M23C7E,太陽能系統,M3500,綠能環保
3714,富采,Current ,TSE,2021/01/06,3714,26,12,ID 83202930,TW0003714002,03-5679000,03-5779900,http://www.ennostar.com,ir@ennostar.com,彭(又又)浪,彭(又又)浪,王少嵐(協理),王少嵐(協理),337,"7,379,404,600",10,NTD,2021/01/06,2021/01/06,2021/01/06,,,,,,,,,,,,,M2326 光電業,M23C 光電及I/O,M23C6B 磊晶及晶粒,M2300 電子工業,2642 發光二極體製造業,H201010 一般投資業,IH01010產業控股公司業,,"2025/12:出售晶粒, 晶片(61.39%),封裝及模組(34.69%)",富采控股,Ennostar Inc.,富采,Ennostar,苗栗縣竹南鎮科義街一號1樓,"1 F., No. 1, Keyi St., Jhunan Township, Miaoli County",台新綜合證券股務代理單位,02-25048125,台北市建國北路1段96號B1,3714,2021/01/06,TSE,M2326 光電業,,,,,,,富采投資控股,富采控股,2025/07/14,富采投資控股,2020/09/11,,,,,23C6B 磊晶及晶粒,,,,,,,,,2024/01/19,,Q,重大財務事件(2024/01/19),V,資產減損/客戶倒帳(2024/01/19),資誠聯合會計師事務所,李典易,江采燕,,2026/05/08,,,,,,,M2326,光電業,M23C,光電及I/O,M23C6B,磊晶及晶粒,M2300,電子工業
3715,定穎投控,Current ,TSE,2022/08/25,3715,28,12,ID 90302792,TW0003715009,03-3493300,03-3573300,https://www.dynaholding.com,jean_liu@dynamicpcb.com,黃銘宏,劉國瑾,劉國瑾(總經理),倪佩婷,14,"2,835,745,840",10,NTD,2022/08/25,2022/08/25,2022/08/25,,,,,,,,,,,,,M2328 電子零組件,M23B 印刷電路板,M23B2B 硬板,M2300 電子工業,2630 印刷電路板製造業,一般投資業,,,"2025/12:印刷電路板(PCB)(99.60%),模具(0.34%)",定穎投資控股,"Dynamic Holding Co., Ltd.",定穎投控,Dynamic Holding,桃園市蘆竹區民權路50號6 樓,"6F., No. 50, Minquan Rd., Luzhu Dist., Taoyuan City",台新綜合證券股務代理單位,02-25048125,台北市建國北路1段96號B1,3715,2022/08/25,TSE,M2328 電子零組件,,,,,,,定穎投資控股,,,,,,,,,23B2B 硬板,,,,,,,,,,,,,,,安永聯合會計師事務所,羅筱靖,張志銘,,2023/08/04,,,,,,,M2328,電子零組件,M23B,印刷電路板,M23B2B,硬板,M2300,電子工業
3716,中化控股,Current ,TSE,2024/09/02,3716,22,12,ID 00227087,TW0003716007,02-23124200,02-23615143,https://www.cenra.com/,candy.cheng@cenra.com,王謝怡貞,王厚凱,陳誼芬(處長),吳世璿(營運績效中心副總經理),72,"1,505,792,110",10,NTD,2024/09/02,2024/09/02,2024/09/02,,,,,,,,,,,,,M1722 生技醫療業,M17C 藥,M17C1B 學名藥,M1700 化學生技醫療,2002 西藥製造業,一般投資業,,,"2025/12:人用藥品(74.00%),動物用藥(8.00%),醫療器材(8.00%),日用美妝及保健食品(7.00%)",中化控股,Cenra Inc.,中化控股,Cenra Inc.,台北市中正區襄陽路23號2樓,"No. 23, Xiangyang Rd., Zhongzheng Dist., Taipei City",富邦綜合證券股務代理單位,02-23611300,台北市許昌街17號11樓,3716,2024/09/02,TSE,M1722 生技醫療業,,,,,,,中化投資控股,中化控股,2025/07/09,中化投資控股,2024/09/02,,,,,17C1B 學名藥,,,,,,,,,,,,,,,資誠聯合會計師事務所,林柏全,謝瑋莉,,2026/05/05,,,,,,,M1722,生技醫療業,M17C,藥,M17C1B,學名藥,M1700,化學生技醫療
3717,聯嘉投控,Current ,TSE,2025/08/15,3717,12,12,ID 60654582,TW0003717005,037-539000,037-585566,https://www.eoi.com.tw,ir@eoi.com.tw,黃國欣,黃昉鈺,吳俊德(副總經理),林君宙,12,"2,115,956,840",10,NTD,2025/08/15,2025/08/15,2025/08/15,,,,,,,,,,,,,M2200 汽車工業,M15D 汽車組件,M15D4 車燈光學件,M2200 汽車工業,3030 汽車零件製造業,LED車燈模組及元件,LED號誌燈、路燈、節能照明產品及模組,LED背光源元件及模組,"2025/12:車用LED燈模組及元件(92.70%),LED交通號誌燈及路燈(5.18%)",聯嘉光電投資控股,"Excellence Optoelectronics Hldg. Co., Lt",聯嘉投控,EOI Holding,台北市信義區松仁路89號2樓,"2 F., No. 89, Songren Rd., Xinyi Dist., Taipei City",國票綜合證券股務代理單位,02-25288988,台北市南京東路5段188號15樓,3717,2025/08/15,TSE,M2200 汽車工業,,,,,,,聯嘉光電投資控股,,,,,,,,,23C6C 封裝及模組,15D4  車燈光學件,2026/07/01,,,,,,,,,,,,,勤業眾信聯合會計師事務所,陳明煇,張雅芸,,2025/11/13,,,,,,,M2200,汽車工業,M15D,汽車組件,M15D4,車燈光學件,M2200,汽車工業
3718,中光電投控,Current ,OTC,2026/09/03,3718,26,12,ID Z6069,,,,,,張威儀,,,,,,,NTD,2026/04/28,2026/09/03,,2026/09/03,,,,,,,,,,,,M2326 光電業,M23C 光電及I/O,M23C8B 背光模組,M2300 電子工業,2641 面板及其組件製造業,,,,,中光電投資控股,CoreIntelligence Holdings Corporation,中光電投控,CiHC,,,,,,3718,2026/09/03,OTC,M2326 光電業,,,,,,,中光電投資控股,,,,,,,,,23C8B 背光模組,,,,,,,,,,,,,,,,,,,,,,,,,,M2326,光電業,M23C,光電及I/O,M23C8B,背光模組,M2300,電子工業
4102,永日,Current ,OTC,2001/03/20,4102,22,12,ID 56620559,TW0004102009,04-26818866,04-26821007,http://www.yungzip.com/,yspgyzc@yungshingroup.com,林青煌,李育儒,李育儒(總經理),謝淑琴(服務處經理),141,"423,734,430",10,NTD,1978/06/08,1997/07/02,,2001/03/20,,,10.8,,,,,,,,,M1722 生技醫療業,M17C 藥,M17C1A 原料藥,M1700 化學生技醫療,2001 原料藥製造業,化學藥品、醫藥品製造及買賣業務,精密化學材料、其他化學材料製造及買賣業務,國際貿易業,"2025/12:原料藥(API)(42.07%),賦形劑(38.88%)",永日化學工業,"Yung Zip Chemical Ind. Co., Ltd.",永日,YungZip,台中市大甲區日南里幼獅路59. 61號,"No.59、61, Youshi Rd., Rihnan Vil., Dajia Dist., Taichung City, Taiwan",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,4102,2001/03/20,OTC,M1710 生物科技,M1722 生技醫療業,2007/07/02,M1710 生物科技,1978/06/08,,,永日化學工業,,,,,,,,,17C1A 原料藥,,,,,,,,,,,,,,,資誠聯合會計師事務所,賴志維,徐建業,,2026/05/05,,,,,,,M1722,生技醫療業,M17C,藥,M17C1A,原料藥,M1700,化學生技醫療
4104,佳醫,Current ,TSE,2007/12/31,4104,22,12,ID 22854522,TW0004104005,02-22251888,02-22212488,http://www.excelsiormedical.com.tw,stock@excelsior.com.tw,傅輝東,張明正,張明正(總經理),周臣孝(財務長),223,"1,883,674,560",10,NTD,1988/03/15,1998/07/16,2007/12/31,2001/06/08,,,66,,,,,,,,,M1722 生技醫療業,M17G 醫療耗材,M17G2 手術與治療,M1700 化學生技醫療,3329 其他醫療器材及用品製造業,血液透析相關醫療耗材,"外科設備及耗材, 血袋, 造口",健康家電及保養品系列產品,"2025/12:外科耗材(24.99%),藥品(19.15%),人工腎臟, 血液迴路管, 穿刺針(14.28%),紅血球生成素, 藥水, 藥粉(10.62%),醫學美容耗材及零件(8.83%),生活美容產品及療程服務(4.38%)",佳醫健康事業,"Excelsior Medical Co., Ltd.",佳醫,EXCELSIOR,新北市中和區中正路 880號17樓,"17F., No.880, Zhongzheng Rd., Zhonghe Dist., New Taipei City, Taiwan",統一綜合證券股務代理單位,02-27463797,台北市東興路8號B1,4104,2001/06/08,OTC,M1710 生物科技,M1722 生技醫療業,2007/07/02,M1710 生物科技,2001/06/08,,,東貿國際,佳醫健康事業,2009/07/03,東貿國際,1988/03/15,,,,,17G2  手術與治療,,,,,,,,,,,,,,,安侯建業聯合會計師事務所,郭柔蘭,陳俊光,,2025/05/09,2007/12/31,TSE,2001/06/08,OTC,,,M1722,生技醫療業,M17G,醫療耗材,M17G2,手術與治療,M1700,化學生技醫療
4105,東洋,Current ,OTC,2001/09/27,4105,22,12,ID 11821341,TW0004105002,02-26525999,02-26525982,http://www.tty.com.tw,ir@tty.com.tw,林全,侯靜蘭,龔汝沁(財務長),龔汝沁(財務長),554,"2,486,499,590",10,NTD,1960/07/22,1998/07/21,,2001/09/27,,,52,,,,,,,,,M1722 生技醫療業,M17C 藥,M17C1B 學名藥,M1700 化學生技醫療,2002 西藥製造業,各種西藥動物用藥農藥環境用藥化粧品等之製造及銷售,生物技術服務業,各種醫療器材玻璃器具橡膠製品等製造銷售及食品什貨批發零售,"2025/12:醫療保健產品(95.10%),勞務及權利金(4.90%)",台灣東洋藥品工業,TTY Biopharm Company Limited,東洋,TTY,台北市南港區園區街3-1號3樓,"3F., No.3-1, Yuanqu St., Taipei, Taiwan",群益金鼎證券股務代理單位,02-27023999,台北市敦化南路2段97號B2,4105,2001/09/27,OTC,M1710 生物科技,M1722 生技醫療業,2007/07/02,M1710 生物科技,2001/09/27,,,台灣東洋藥品工業,,,,,,,,,17C1B 學名藥,,,,,,,,,2024/04/18,,Q,重大財務事件(2024/04/18),F,疑似盜取資產或掏空(2024/04/18),安侯建業聯合會計師事務所,韓沂璉,張淑瑩,,2021/05/06,,,,,,,M1722,生技醫療業,M17C,藥,M17C1B,學名藥,M1700,化學生技醫療
4106,雃博,Current ,TSE,2004/11/08,4106,22,12,ID 23632773,TW0004106000,02-22685568,02-22689521,https://tw.wellell.com/zh-tw,ir@wellell.com,李永川,李文德,李文德(總經理),陳世和(財會處資深協理),218,"1,009,115,570",10,NTD,1990/03/17,1999/07/19,2004/11/08,2002/01/22,2002/01/02,,35,,,,,,,,,M1722 生技醫療業,M17G 醫療耗材,M17G2 手術與治療,M1700 化學生技醫療,3329 其他醫療器材及用品製造業,醫療用褥瘡氣墊床組,福祉器材,醫療電子產品,"2025/12:壓瘡照護產品(45.08%),慢性呼吸治療產品(18.73%)",雃博,Wellell Inc.,雃博,Wellell,新北市土城區民生街9 號,"No.9, Minsheng St., Tucheng Dist., New Taipei City, Taiwan",台新綜合證券股務代理單位,02-25048125,台北市建國北路1段96號B1,R403,2002/01/02,ROTC,M1710 生物科技,M1722 生技醫療業,2007/07/02,M1700 化學生技醫療,2004/11/08,M1710 生物科技,2002/01/02,雃博,,,,,,,,,17G2  手術與治療,,,,,,,,,2022/05/09,,Q,重大財務事件(2022/05/09),T,遭勒令或自行停(復)工(2022/05/09),安侯建業聯合會計師事務所,寇惠植,張肇文,,2025/05/09,2004/11/08,TSE,2002/01/22,OTC,2002/01/02,ROTC,M1722,生技醫療業,M17G,醫療耗材,M17G2,手術與治療,M1700,化學生技醫療
4107,邦特,Current ,OTC,2002/03/04,4107,22,12,ID 86306206,TW0004107008,02-25710269,02-25710213,https://www.bioteq.com.tw/zh-tw,finance@bioteq.com.tw,李明忠,林進隆,黃繹中(財務長),黃繹中(財務長),432,"692,983,360",10,NTD,1991/11/13,1999/10/01,,2002/03/04,2002/01/02,,25,,,,,,,,,M1722 生技醫療業,M17G 醫療耗材,M17G2 手術與治療,M1700 化學生技醫療,3329 其他醫療器材及用品製造業,醫療耗材(血液迴路管、藥用軟袋、TPU體內導管等)製造買賣,醫療設備之進出口貿易,,"2025/12:TPU導管(33.06%),血液迴路管(19.85%),藥用軟袋(19.07%),其他醫用耗材(8.14%),外科管類(7.91%),穿刺針(4.75%)",邦特生物科技,Bioteque Corporation,邦特,Bioteque,台北市中山區長安東路一段23號 5樓之 6,"5/F-6, 23, Chang-An E. Rd., Sec.1, Taipei, Taiwan",統一綜合證券股務代理單位,02-27478266,台北市東興路8號B1,R401,2002/01/02,ROTC,M1710 生物科技,M1722 生技醫療業,2007/07/02,M1710 生物科技,2002/01/02,,,邦拓生物科技,邦特生物科技,2008/06/26,邦拓生物科技,1999/07/31,班拓科技,1991/11/13,,,17G2  手術與治療,,,,,,,,,,,,,,,安侯建業聯合會計師事務所,鄭博仁,黃明宏,,2025/05/08,2002/03/04,OTC,2002/01/02,ROTC,,,M1722,生技醫療業,M17G,醫療耗材,M17G2,手術與治療,M1700,化學生技醫療
4108,懷特,Current ,TSE,2008/07/16,4108,22,12,ID 16766281,TW0004108006,02-25453697,02-25140245,http://www.phytohealth.com.tw,sandy.huang@phytohealth.com.tw,李伊俐,李伊伶,黃智圓(財務會計主管),黃智圓(財務會計主管),55,"1,986,188,790",10,NTD,1998/11/24,2000/06/22,2008/07/16,2002/05/13,2002/05/07,,62,,,,,,,,,M1722 生技醫療業,M17C 藥,M17C1E 植物及中藥,M1700 化學生技醫療,2004 中藥製造業,天然植物、中草藥成分、萃取分離技術、生化科技之研發,中草藥、原料藥及化學藥品之研發,醫藥品之顧問服務,2025/12:處方藥品及保健食品(100.00%),懷特生技新藥,Phytohealth Corporation,懷特,PhytoHealth,台北市松山區復興北路167 號5 樓之1,"5-1/F, 167, Fu Hsin N. Rd., Taipei, Taiwan",福邦證券股務代理單位,02-23711658,台北市忠孝西路1段6號6樓,R406,2002/05/07,ROTC,M1710 生物科技,M1722 生技醫療業,2007/07/02,M1710 生物科技,2002/05/07,,,懷特新藥科技,懷特生技新藥,2008/07/04,懷特新藥科技,1998/11/24,,,,,17C1E 植物及中藥,,,,,,,,,,,,,,,安永聯合會計師事務所,王彥鈞,余倩如,,2025/11/07,2008/07/16,TSE,2002/05/13,OTC,2002/05/07,ROTC,M1722,生技醫療業,M17C,藥,M17C1E,植物及中藥,M1700,化學生技醫療
4109,加捷生醫,Current ,OTC,2002/08/08,4109,22,12,ID 89415241,TW0004109004,07-9761598,07-3952823,https://www.jiajiebio.com,angelin@jiajiebio.com,謝汶芳,曾茗絹,林慶弘(財務部副總經理),林慶弘(財務部副總經理),65,"1,187,366,810",10,NTD,1995/05/06,2000/01/10,,2002/08/08,2002/01/02,,25,,,,,,,,,M1722 生技醫療業,M17C 藥,M17C2 機能性食品,M1700 化學生技醫療,0898 保健營養食品製造業,一、甲魚粉、甲魚蛋、甲魚油等甲魚食品加工製造銷售買賣業務。,二、甲魚加工買賣業務。,,"2025/12:營養保健(46.53%),即食餐食(38.48%),保險經紀(13.58%)",加捷生醫,"Jia Jie Biomedical Co., Ltd.",加捷生醫,Jia Jie Bio,高雄市三民區九如一路61號3樓,"3F., NO.61, Jiuru 1st Rd., Sanmin Dist., Kaohsiung, Taiwan",群益金鼎證券股務代理單位,02-27023999,台北市敦化南路2段97號B2,R402,2002/01/02,ROTC,M1710 生物科技,M1722 生技醫療業,2007/07/02,M1710 生物科技,2002/01/02,,,加捷科技事業,加捷生醫,2019/07/31,穆拉德加捷生技,2013/11/29,加捷科技事業,2000/08/10,加捷事業,1999/07/26,17C2  機能性食品,,,,,,,,,2018/03/29,,Q,重大財務事件(2018/03/29),T,遭勒令或自行停(復)工(2018/03/29),資誠聯合會計師事務所,林秀珊,吳建志,,2025/08/05,2002/08/08,OTC,2002/01/02,ROTC,,,M1722,生技醫療業,M17C,藥,M17C2,機能性食品,M1700,化學生技醫療
4111,濟生,Current ,OTC,1999/03/06,4111,22,12,ID 47154259,TW0004111000,03-5983811,03-5982855,http://www.cscp.com.tw/index.php,stock@cscp.com.tw,蘇東茂,蘇東茂,黃惠珍(財務協理),黃惠珍(財務協理),318,"598,321,350",10,NTD,1962/10/06,1992/09/23,,1999/03/06,,,26,,,,,,,,,M1722 生技醫療業,M17C 藥,M17C1B 學名藥,M1700 化學生技醫療,2002 西藥製造業,西藥醫療藥品之製造及加工.銷售與進出口貿易,醫療器材及動物用藥之製造及加工.銷售與進出口貿易,化粧品及保健食品之製造及加工.銷售與進出口貿易,"2025/12:注射劑(60.84%),代工及其他(23.43%),外用藥(10.29%),口服製劑(3.43%),醫療器材(2.02%)",濟生醫藥生技,"Chi Sheng Pharma & Biotech Co., Ltd.",濟生,CHI SHENG,新竹縣湖口鄉新竹工業區實踐路 3號,"3, ShihChen Rd., HsinChu Ind. Park, HuKou, Hsinchu",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,4710,1999/03/06,OTC,M1721 化學工業,M1722 生技醫療業,2007/07/02,M1710 生物科技,2002/08/01,M1721 化學工業,1962/10/06,濟生化學製藥廠,濟生醫藥生技,2017/07/04,濟生化學製藥廠,1962/10/06,,,,,17C1B 學名藥,,,,,,,,,,,,,,,安永聯合會計師事務所,胡慎緁,楊雨霓,,2023/05/03,,,,,,,M1722,生技醫療業,M17C,藥,M17C1B,學名藥,M1700,化學生技醫療
4113,聯上,Current ,OTC,2003/07/22,4113,14,12,ID 16126477,TW0004113006,07-5575242,07-5575133,http://kh.vvvvv.com.tw,hsinchieh@vvvvv.com.tw,蘇永義,蘇永義,呂信杰(開發部副總經理),龔乃祺(財務部主任),35,"2,311,381,370",10,NTD,1998/02/11,2001/07/17,,2003/07/22,2002/12/12,,26,,,2004/09/03,2007/09/05,,,,,M2500 建材營造,M25A 建設,M25A 建設,M2500 建材營造,6700 不動產開發業,不動產買賣及租賃業,國際貿易業,,"2025/12:房地產(99.89%),租賃(0.11%)",聯上實業,"We&Win Diversification Co., Ltd.",聯上,We&Win,高雄市左營區富國路185 號17樓之2,"17-2/F, 185, Fu Kuo Rd., Kaohsiung, Taiwan",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,R415,2002/12/12,ROTC,M1710 生物科技,M2500 建材營造,2010/05/31,M1722 生技醫療業,2007/07/02,M1710 生物科技,1998/02/11,榮睿生物科技,聯上實業,2009/07/08,聯上生物科技,2005/09/07,榮睿生物科技,1998/02/11,,,17G   醫療耗材,25A   建設,2006/12/31,,,,,,,2005/07/06,,Y,財務危機(2005/07/06),C,跳票(2005/07/06),廣信益群聯合會計師事務所,梁宏瑋,翁子霖,,2025/05/09,2003/07/22,OTC,2002/12/12,ROTC,,,M2500,建材營造,M25A,建設,M25A,建設,M2500,建材營造
